,SBS1,SBS2,SBS4,SBS5,SBS13,SBS40
TCGA-64-1677-01A-01,2.541427411,3.596096126,4.024145588,4.110615249,3.994479974,3.798456834
TCGA-64-1679-01A-21,2.901655406,2.962231007,5.9237815,8.44E-15,3.153044745,5.248206479
TCGA-64-1681-01A-11,2.095545522,2.474036604,2.22E-15,2.14613391,2.763333556,4.198637402
TCGA-64-5774-01A-01,2.647946223,0.814367681,4.696890603,3.644715945,1.977290173,0
TCGA-64-5775-01A-01,3.000596357,2.168986376,5.866477023,4.434753913,2.198788319,4.443108057
TCGA-64-5778-01A-01,2.979905974,3.115409696,5.802665086,3.625277597,2.138690638,5.001035376
TCGA-64-5779-01A-01,3.116116803,0.522441745,5.304031432,3.240635208,1.540155584,4.8881129
TCGA-64-5781-01A-01,3.585689815,4.434504719,6.650932237,3.56254795,3.894786921,6.027574274
TCGA-64-5815-01A-01,2.882309235,0,4.661252157,1.019012717,0.702823955,4.437771112
TCGA-67-3770-01A-01,1.727495787,1.556432895,4.986928091,4.38163342,0,3.373390588
TCGA-67-3772-01A-01,2.745769022,0.602770001,0,3.455039396,1.429760516,3.426182776
TCGA-67-3773-01A-01,2.033301915,1.505239635,4.080617298,3.641524561,0,2.604432762
TCGA-67-3774-01A-01,0,1.638582213,3.793767216,4.218041318,0.79288994,3.411760199
TCGA-67-4679-01B-01,2.511593029,0.952478069,5.214581535,3.938684051,1.762096084,4.574431325
TCGA-67-6216-01A-11,1.654934817,1.832768577,0,3.151184274,2.285713962,1.67648865
TCGA-67-6217-01A-11,2.846259776,1.325064316,4.29937154,1.810675966,0.216337226,4.818821194
TCGA-69-7760-01A-11,2.450678295,1.721804798,2.522470342,3.912630039,1.141705495,2.217829693
TCGA-69-7761-01A-11,1.581696982,0.442349838,1.254857416,0,0,3.403631086
TCGA-69-7763-01A-11,3.202565431,0.43746492,1.997711955,3.262463898,0,3.554004001
TCGA-69-7764-01A-11,2.174399001,1.605417789,3.13121901,3.686260813,0.708590918,3.594424943
TCGA-69-7765-01A-11,0,3.713312461,6.131743406,4.887600941,3.324325631,4.30888519
TCGA-69-7973-01A-11,2.950574406,2.307536369,5.248677939,2.919689561,0,3.92854196
TCGA-69-7974-01A-11,3.300113434,1.333998102,5.770332565,4.174665616,2.906992172,5.231771404
TCGA-69-7978-01A-11,2.943686478,4.362224877,5.827202109,4.689139411,4.825744009,4.485670054
TCGA-69-7979-01A-11,3.779974649,3.328578273,7.154171612,4.105166138,4.001493418,5.611381026
TCGA-69-7980-01A-11,2.551294477,4.213242779,6.116276445,5.192263275,4.847950327,4.515826153
TCGA-69-8253-01A-11,2.593285849,2.865472001,4.563281917,3.064264686,2.441688065,3.993790904
TCGA-69-8254-01A-11,2.851209281,0.354202091,3.041321091,2.561052329,0,3.858283356
TCGA-69-8255-01A-11,2.736215693,3.190900912,4.673271873,4.616653069,2.720113699,4.452913971
TCGA-69-A59K-01A-11,3.687289745,3.247057207,5.946924439,1.69E-14,2.745146617,4.96978315
TCGA-71-6725-01A-11,3.322989275,1.571497288,1.198582932,1.570750741,0.572233386,3.693689499
TCGA-71-8520-01A-11,2.935276239,2.174630584,2.760974157,3.970226954,2.510622487,0
TCGA-73-4658-01A-01,2.915909543,4.529546855,5.075813451,4.661062135,4.204202146,0
TCGA-73-4662-01A-01,2.35112306,1.965002647,4.988258075,3.863376576,2.216176442,3.986925192
TCGA-73-4668-01A-01,2.984056022,0,5.904521402,4.504479683,2.386826704,4.978389475
TCGA-73-4670-01A-01,1.847860017,2.761223454,5.238207756,5.074298608,2.043190499,3.908857579
TCGA-73-4675-01A-01,1.645447681,0.264689769,1.11E-15,4.143167627,1.585648991,1.495822991
TCGA-73-4676-01A-01,2.120348329,1.091999442,3.090009118,4.298058786,2.22E-16,1.816710484
TCGA-73-4677-01A-01,2.787522293,2.047883389,5.046362149,7.55E-15,0,4.83271909
TCGA-73-7498-01A-12,2.503931458,0,4.241881208,3.675989998,0.579583176,3.042517911
TCGA-73-7499-01A-11,2.606482571,1.648513569,6.66E-16,3.279261887,2.680913698,3.335586759
TCGA-73-A9RS-01A-11,3.154720495,3.320053547,6.631765672,4.00E-15,3.381483556,5.66176703
TCGA-75-5122-01A-01,3.051671193,2.617460985,3.610433515,3.162232683,2.725303024,4.147601654
TCGA-75-5125-01A-01,2.323246873,2.879904276,3.977053542,4.551960848,3.274168481,1.853119124
TCGA-75-5126-01A-01,2.845482008,4.4990042,5.954151542,4.347375006,4.597229512,4.934677987
TCGA-75-5146-01A-01,1.629078565,2.154728937,5.082684708,3.043333284,0,3.873156686
TCGA-75-6203-01A-11,2.196518985,0,0,2.454605959,2.22E-16,0
TCGA-75-6205-01A-11,1.621440785,1.816648272,0,3.338051276,0.956005005,3.116283564
TCGA-75-6206-01A-11,0,1.316925543,3.209341239,3.598738519,2.448886583,3.446099203
TCGA-75-6207-01A-11,2.422693707,1.739170373,0.199189892,2.889106013,2.23915403,3.794323459
TCGA-75-6211-01A-11,2.865809123,0,5.528242793,4.016189096,2.648788617,4.701474139
TCGA-75-6212-01A-11,1.485460809,1.177840928,2.22E-16,2.892010359,0,0
TCGA-75-6214-01A-41,3.112308876,4.500736026,5.929246151,4.788179775,4.597775247,5.171772
TCGA-75-7025-01A-12,2.566706652,2.106285286,6.66E-16,3.042540525,0,2.22E-16
TCGA-75-7027-01A-11,2.775132149,1.122762771,5.063724187,0,2.22E-16,4.833957087
TCGA-75-7030-01A-11,1.851928952,0,2.22E-16,1.79286416,0,2.088342407
TCGA-75-7031-01A-11,2.997144391,1.288919394,4.484131008,3.739307679,2.950110941,4.527922136
TCGA-78-7145-01A-11,2.675344776,0.993420394,4.859149609,2.702883282,2.591334351,4.376981386
TCGA-78-7146-01A-11,3.208773893,4.056844232,5.542530076,4.282219475,4.097633466,3.210279873
TCGA-78-7147-01A-11,3.181291223,3.220879622,4.908421076,3.954209023,2.784329288,5.219760128
TCGA-78-7148-01A-11,2.097242086,1.608528285,4.80111929,4.744064807,0.937215868,3.271147748
TCGA-78-7149-01A-11,1.762101064,3.818969808,3.408564085,4.257373709,3.893037485,0.997808259
TCGA-78-7150-01A-21,2.399741756,4.377391466,4.823605055,5.339208778,4.401694832,0
TCGA-78-7152-01A-11,1.544477155,3.798829656,4.330973054,4.375234356,3.992476094,0
TCGA-78-7153-01A-11,2.951104086,2.494734444,3.391736362,4.454818439,2.77046821,0.029832224
TCGA-78-7154-01A-11,3.435318701,4.114517837,3.857281106,4.892331936,4.145284157,0
TCGA-78-7155-01A-11,3.435552295,4.142902283,7.011850083,5.228011029,3.988673396,5.929204915
TCGA-78-7156-01A-11,2.66804448,4.523044716,5.004885948,4.555152042,4.29334998,0
TCGA-78-7159-01A-11,3.112381872,1.902666693,5.299906608,3.46695207,0.759076967,4.548716909
TCGA-78-7160-01A-11,1.408204679,0,3.181315602,1.870046399,1.590781405,3.505177789
TCGA-78-7161-01A-11,2.698309677,1.835514868,4.691330157,3.827712515,2.084548127,3.855572261
TCGA-78-7162-01A-21,1.856718666,2.191420543,2.724919047,2.72596585,2.110236392,3.877990762
TCGA-78-7163-01A-12,1.81697191,0.31711887,3.081303437,2.780554487,0.394276336,0
TCGA-78-7166-01A-12,1.323584951,2.437431145,5.154796564,4.274277071,0,0
TCGA-78-7167-01A-11,2.781453297,2.996970269,3.771588531,3.252981639,3.127177693,3.30184494
TCGA-78-7220-01A-11,2.826744916,4.191683648,6.277182608,4.82584042,3.762756515,5.544905852
TCGA-78-7536-01A-11,3.343815477,2.028311317,6.048487447,3.648182658,0,5.449498027
TCGA-78-7537-01A-11,1.287771249,2.605472724,4.453310189,4.070600033,1.761703969,2.252592353
TCGA-78-7539-01A-11,3.015533878,4.761901162,4.646984252,5.08753994,5.305742469,0
TCGA-78-7540-01A-11,2.461627081,0.746372584,8.88E-16,0,0.595037322,0
TCGA-78-7542-01A-21,3.108794191,3.388463359,5.449132596,1.72792618,1.543589704,4.98180097
TCGA-78-7633-01A-11,1.792340809,0.418607597,4.114504334,3.5911869,2.157704843,2.81365442
TCGA-78-8640-01A-11,3.599165743,3.962548367,5.774944736,4.652560434,4.148045172,5.763783358
TCGA-78-8648-01A-11,1.226629297,0,1.44231536,2.200153333,0,0
TCGA-78-8655-01A-11,2.615360597,1.535434023,4.101293291,3.744629287,1.616002914,1.722753585
TCGA-78-8660-01A-11,2.664825906,3.124351522,4.365748938,3.98407947,2.864153522,4.761413643
TCGA-78-8662-01A-11,3.366687765,3.471027301,6.6196065,5.257033743,3.676826683,5.87427218
TCGA-80-5607-01A-31,1.832721338,4.15386742,2.22E-16,1.684648657,4.031763773,3.444210178
TCGA-80-5608-01A-31,2.470317526,0,5.072355432,1.73E-14,2.24194857,4.071625658
TCGA-80-5611-01A-01,1.276174384,0.6669811,3.968441516,4.742294604,1.810814483,4.300738166
TCGA-83-5908-01A-21,2.674232437,3.52837149,4.522192538,0,4.114973871,4.501392392
TCGA-86-6562-01A-11,2.374081494,2.126759924,0,2.484510562,2.732868717,3.373408654
TCGA-86-6851-01A-11,2.424361385,3.27790842,6.493574344,4.716855259,4.542630998,5.344960871
TCGA-86-7701-01A-11,2.714339287,0,3.622871697,0,2.905934848,5.374657971
TCGA-86-7711-01A-11,2.803691598,3.159305917,4.548680871,4.227792462,3.403986762,3.966191675
TCGA-86-7713-01A-11,2.458849711,0.761486181,4.099028832,2.715149017,0.64493605,4.462366761
TCGA-86-7714-01A-12,1.314489903,1.17535204,3.42893108,4.010858051,0,0
TCGA-86-7953-01A-11,1.638035803,1.569287667,2.57346701,3.347557987,1.453094307,2.582560868
TCGA-86-7954-01A-11,2.943484288,3.123772651,4.454623583,4.515218715,3.25926368,3.738935398
TCGA-86-7955-01A-11,2.413519243,2.848502006,4.897925235,4.812568467,2.502198938,4.209113681
TCGA-86-8054-01A-11,2.611606004,2.315729194,4.871620723,3.724328853,1.59623388,4.321966841
TCGA-86-8055-01A-11,2.830697268,0.53405696,1.11E-15,2.075962865,0.477724039,3.682666728
TCGA-86-8056-01A-11,2.575257615,4.510179277,4.169858302,4.381825379,4.321947172,2.990811159
TCGA-86-8073-01A-11,3.212093459,3.831958849,7.061836013,4.731339549,3.734810783,5.878025752
TCGA-86-8074-01A-11,2.257680901,1.21400065,1.266468557,0,0.584474657,4.184037432
TCGA-86-8075-01A-11,2.637588289,0.440704467,8.88E-16,3.205623724,1.373789586,3.128757429
TCGA-86-8076-01A-31,2.770432024,2.165788148,0.129886562,1.078260333,2.648207471,3.716761502
TCGA-86-8278-01A-11,2.530416517,4.024852377,1.55E-15,3.200356875,3.987648559,2.22E-16
TCGA-86-8279-01A-11,2.358515836,2.05606133,5.992822643,4.935516994,2.441164688,3.724115024
TCGA-86-8280-01A-11,1.776375969,0.697584597,0,3.555998099,0.278533667,2.579077551
TCGA-86-8281-01A-11,2.78987845,2.494679187,4.888867428,4.185748733,3.199112596,4.086677404
TCGA-86-8358-01A-11,3.819377028,1.655328153,6.621668601,5.274027114,2.599085786,5.794049608
TCGA-86-8359-01A-11,2.364809086,2.061913324,4.687002104,3.185448216,1.406480713,3.865140394
TCGA-86-8585-01A-11,2.21019214,3.63749869,5.785642583,4.945470658,4.340802334,4.753491686
TCGA-86-8668-01A-11,2.777390105,1.202768082,0,0.014056081,0.715447603,3.385556226
TCGA-86-8669-01A-11,2.577650893,1.27247689,4.007048725,4.191264101,1.883247945,3.387729044
TCGA-86-8671-01A-11,2.158620242,1.56530021,0,1.549447842,1.941746137,3.291268121
TCGA-86-8672-01A-21,3.159863758,3.165212031,4.823094777,3.177390116,2.793699778,4.932576342
TCGA-86-8673-01A-11,2.150690751,2.990037253,5.546258153,4.610927156,2.791411266,5.233056478
TCGA-86-8674-01A-21,1.54091494,3.416408542,5.435813509,3.789390165,2.483322931,3.668202935
TCGA-86-A456-01A-11,1.760733455,3.151110574,5.601823286,4.623725328,2.554867059,3.328590892
TCGA-86-A4JF-01A-11,5.369609318,3.984639316,4.409820631,7.029211213,4.190444233,0
TCGA-86-A4P7-01A-11,2.522888733,2.387690168,0,2.708022777,2.879725232,3.521589341
TCGA-86-A4P8-01A-11,0,0,0,0.239256548,0,1.004190105
TCGA-91-6828-01A-11,2.844053789,2.011340751,5.142584762,2.518346074,2.75519034,4.825043924
TCGA-91-6829-01A-21,1.961065224,2.692114436,5.81990702,5.27901292,3.355459551,5.314951329
TCGA-91-6830-01A-11,0.415313677,4.651789552,2.721873215,4.155338641,4.834819826,0
TCGA-91-6831-01A-11,2.191212053,2.22E-16,4.830466067,4.734643422,2.060877254,4.489859206
TCGA-91-6835-01A-11,2.262641881,1.980024848,2.961330935,0,2.239840614,4.261541033
TCGA-91-6836-01A-21,2.795636639,2.489393408,5.960140314,4.798177421,2.674733673,3.70033639
TCGA-91-6848-01A-11,1.619326314,3.469041823,5.707609769,5.211040516,4.135392078,4.999904862
TCGA-91-6849-01A-11,1.518872763,1.94447448,4.330781983,3.180112508,0.448231654,3.550314585
TCGA-91-7771-01A-11,1.80818964,2.41347646,4.331471192,4.00822965,2.444615356,4.554890367
TCGA-91-8496-01A-11,2.254530446,0.713151136,0.203044346,3.406427134,1.283990258,0
TCGA-91-8497-01A-11,2.421018624,1.161688295,1.787758089,1.572578867,0,3.576613389
TCGA-91-8499-01A-11,2.718401291,3.943144848,4.88160682,4.710334294,4.003915876,3.199463342
TCGA-91-A4BC-01A-11,3.176913571,1.597617236,5.81376882,4.308029826,2.782313973,4.508184743
TCGA-91-A4BD-01A-11,2.03203573,1.44788971,0,2.674046357,0,1.529908269
TCGA-93-7347-01A-11,1.60996691,1.613286815,4.437690004,3.565888313,2.019423885,2.525239858
TCGA-93-7348-01A-21,2.799278122,2.40036894,3.546650581,1.91018936,1.281885266,4.226618735
TCGA-93-8067-01A-11,3.040747463,5.503448183,3.697511902,4.751070172,5.475998407,0
TCGA-93-A4JN-01A-11,2.549772077,2.252848796,0,3.719583804,1.499267276,3.388439854
TCGA-93-A4JO-01A-21,1.041671761,1.159161993,1.275424716,3.918835231,2.403044929,0
TCGA-93-A4JP-01A-11,2.501990761,2.924642783,2.359799114,1.866732187,2.124618551,3.488597628
TCGA-93-A4JQ-01A-11,0.975405989,2.816886794,3.11E-15,4.179528214,3.63985576,3.144225102
TCGA-95-7039-01A-11,3.526771085,3.25598047,6.899616361,5.002391806,3.327838148,5.842095008
TCGA-95-7043-01A-11,3.74532312,2.977954223,6.834906463,4.393785077,3.540906025,5.346364249
TCGA-95-7562-01A-11,3.157412698,0,5.808619514,7.77E-15,1.357675613,4.558542571
TCGA-95-7567-01A-11,4.712504255,0,5.341378986,6.614154462,1.842534723,6.66E-16
TCGA-95-7944-01A-11,2.304127187,4.684293683,0,2.472668771,4.807948466,4.070195793
TCGA-95-7947-01A-11,0,4.764522481,5.103690934,5.457057752,4.61842129,3.412988336
TCGA-95-7948-01A-11,2.571161838,4.323196496,0,2.914657058,4.370044469,4.22E-15
TCGA-95-8039-01A-11,2.364780342,2.516984502,2.084066788,3.955253662,2.21325749,2.988215949
TCGA-95-8494-01A-11,3.037667542,3.705558775,2.224934004,3.579725123,3.379433564,0
TCGA-95-A4VK-01A-11,3.152227498,1.38439791,5.175188001,2.839952605,0,4.473632979
TCGA-95-A4VN-01A-11,2.667796494,2.746648408,5.762170688,2.647504307,2.912205404,5.23349878
TCGA-95-A4VP-01A-21,1.706783564,0,4.43771779,4.212080015,1.226805312,0
TCGA-97-7546-01A-11,2.085170186,0,5.328106797,4.340038939,2.648006801,3.436247331
TCGA-97-7547-01A-11,2.596764167,3.158460182,4.463605413,3.785125909,3.683333532,2.913737794
TCGA-97-7552-01A-11,2.444508868,0,2.288977572,3.422051889,0,1.788096293
TCGA-97-7553-01A-21,2.668243452,0.785237615,2.070798164,0.521563248,0,3.258796734
TCGA-97-7554-01A-11,2.983589901,2.225516324,5.774174319,4.570567314,1.906015238,4.661356097
TCGA-97-7937-01A-11,3.142275149,2.250845147,5.788941241,4.952648943,2.927747317,1.885289563
TCGA-97-7938-01A-11,2.588732916,2.744624798,5.615485318,4.656210397,3.57460493,3.862089884
TCGA-97-7941-01A-11,2.747425191,2.336247406,3.954485912,5.11E-15,2.106567361,3.729694949
TCGA-97-8172-01A-11,3.34372062,0,5.044459807,3.840330967,0,4.465613245
TCGA-97-8174-01A-11,3.01010009,1.761255041,4.356082516,3.686757967,3.000089305,3.805263918
TCGA-97-8175-01A-11,1.650848836,1.253779352,0.947897921,2.572577913,0,2.975795287
TCGA-97-8176-01A-11,2.531790361,3.396887261,3.882462753,4.274209501,3.321783913,1.70043444
TCGA-97-8177-01A-11,1.901206361,1.86208725,2.22E-16,2.906921524,0,3.023760871
TCGA-97-8179-01A-11,1.604530936,0.50497137,4.638299153,2.525866766,2.135386196,4.357184517
TCGA-97-8547-01A-11,2.768522632,2.449611893,0,3.552852285,2.040308046,0
TCGA-97-8552-01A-11,1.639213435,0.450108041,0.800909664,2.636811554,0.313170728,2.301246312
TCGA-97-A4LX-01A-11,0.533959644,0,4.650666079,3.194896904,1.240635846,4.42812494
TCGA-97-A4M0-01A-11,1.937210254,3.4554067,5.480535599,4.000153723,3.568701704,4.831007779
TCGA-97-A4M1-01A-11,2.730066251,1.931524198,1.89312993,0,1.773718562,3.228161914
TCGA-97-A4M2-01A-12,1.43109959,1.36718448,1.989054713,2.361619502,1.940529991,1.612082018
TCGA-97-A4M3-01A-11,2.582651817,2.670982765,4.900491943,2.174843693,2.698997045,4.030555413
TCGA-97-A4M5-01A-11,2.213120425,4.322149777,4.44E-16,3.517825419,4.08556393,2.434188654
TCGA-97-A4M6-01A-11,1.191508764,1.634079315,0,3.345858725,0.469184527,2.151714299
TCGA-97-A4M7-01A-11,2.62107907,1.94157331,5.534799939,3.389688009,1.814410557,4.206608505
TCGA-99-7458-01A-11,1.602067307,0.794540775,5.849651879,4.811536332,2.212858827,4.601640349
TCGA-99-8025-01A-11,3.335609902,4.246344868,5.313602261,4.97222115,4.423517203,4.13096856
TCGA-99-8028-01A-11,1.547356145,0,5.934770477,4.239836698,1.363006074,4.454850554
TCGA-99-8032-01A-11,3.268674901,2.365925353,5.561067757,3.907459802,2.739740839,4.715940835
TCGA-99-8033-01A-11,2.671564823,1.913787612,4.184442645,3.308629141,0,4.55036853
TCGA-99-AA5R-01A-11,0,0,3.782980993,2.759167693,0.204755684,2.488170052
TCGA-J2-8192-01A-11,2.626221212,1.410732704,0,3.803719266,1.184650522,3.432124373
TCGA-J2-8194-01A-11,2.997472287,1.706351553,4.182777349,4.171449018,0.021450034,3.613016205
TCGA-J2-A4AD-01A-11,3.005258199,3.897748236,3.815587468,3.54603858,4.617402671,5.044762139
TCGA-J2-A4AE-01A-21,2.275849422,1.786398971,0,3.587575684,2.261383463,1.714373552
TCGA-J2-A4AG-01A-11,2.862108513,0.864967792,3.718375501,2.01578573,1.684629397,3.689684034
TCGA-L4-A4E5-01A-11,2.548524554,2.165061456,5.612814706,3.656813731,0.216835081,4.36440532
TCGA-L4-A4E6-01A-11,0.781347196,0.744016471,1.929876159,0,1.612880787,2.064813356
TCGA-L9-A443-01A-12,2.353930032,1.649157286,4.679053864,1.11E-15,1.023479276,5.061452171
TCGA-L9-A444-01A-21,2.678103723,2.247990769,6.051775721,3.746005813,1.172227211,5.115153135
TCGA-L9-A50W-01A-12,1.607127204,1.989779985,0,4.44E-16,0,3.284574265
TCGA-L9-A5IP-01A-21,1.783170803,2.61660144,5.398337383,4.355432707,1.950867648,3.272919499
TCGA-L9-A743-01A-43,1.498042578,3.318906467,3.872456944,3.851792241,3.583780223,0
TCGA-L9-A7SV-01A-11,3.884709339,1.767695889,7.331337195,1.29E-14,3.447468231,5.800305488
TCGA-L9-A8F4-01A-11,3.076455187,2.789962166,6.152633153,3.551398323,3.499313304,5.927273213
TCGA-MN-A4N1-01A-11,3.583569853,1.739384176,5.649677309,3.582863491,2.836955508,5.268190276
TCGA-MN-A4N4-01A-12,3.073457821,5.261749547,6.95632528,5.497745056,5.328892381,4.713538833
TCGA-MN-A4N5-01A-11,2.301666145,3.250533006,5.722906901,4.621223077,2.766793358,4.441318238
TCGA-MP-A4SV-01A-11,2.699659585,4.095704637,4.645495353,4.089832595,4.242716993,4.825125984
TCGA-MP-A4SW-01A-21,3.292792876,1.903285383,0,0,1.6017229,3.959146889
TCGA-MP-A4SY-01A-21,2.577736819,1.154549639,3.663063519,4.021007998,2.860617554,4.515791598
TCGA-MP-A4T4-01A-11,2.220137859,2.777470659,5.563425903,4.659671996,2.703448054,3.929260813
TCGA-MP-A4T6-01A-32,2.734462007,2.278973433,0,3.858250814,2.573371141,2.428296773
TCGA-MP-A4T7-01A-11,2.385802744,1.779675792,4.777938485,3.326996044,0,0.399227648
TCGA-MP-A4T8-01A-11,2.039672719,2.225185581,3.988525833,4.16654708,0.095897333,0
TCGA-MP-A4T9-01A-11,0.465827159,1.786002649,2.601230599,3.121891799,1.791421717,0.82134556
TCGA-MP-A4TA-01A-21,2.93925177,1.966854683,5.205790638,4.545615458,2.831359787,4.870900008
TCGA-MP-A4TC-01A-11,1.93483238,2.989422459,5.332197366,4.318244501,2.225063705,0
TCGA-MP-A4TD-01A-32,2.448722779,0.086663356,3.607065413,3.269239391,1.01202938,3.138399908
TCGA-MP-A4TE-01A-22,3.544090593,0,4.189057969,2.374439013,0,4.169547786
TCGA-MP-A4TF-01A-11,2.488869327,1.633824463,5.672795032,4.015059438,2.474102821,5.060599092
TCGA-MP-A4TH-01A-31,2.693749568,0.247964786,3.386999678,3.327265799,0,4.241217868
TCGA-MP-A4TI-01A-21,2.806569541,4.659729822,4.141182807,1.786083526,4.108856671,4.191458466
TCGA-MP-A4TJ-01A-51,2.371848714,0,3.653077701,3.6279426,0.025639151,3.466619085
TCGA-MP-A4TK-01A-11,1.138147173,3.498051233,5.495037803,4.364207337,3.46201859,3.826006623
TCGA-MP-A5C7-01A-11,2.301772017,1.148585226,3.391604908,4.027862784,0,0
TCGA-NJ-A4YF-01A-12,2.939843862,0.514241383,6.216814371,0,2.486053071,5.435016443
TCGA-NJ-A4YG-01A-22,2.872917593,3.14877573,3.991062814,4.093563041,2.993813354,3.177085902
TCGA-NJ-A4YI-01A-11,2.856902199,2.540284416,5.735464338,4.605236672,2.255188424,4.397027657
TCGA-NJ-A4YP-01A-11,2.233465818,5.486651137,4.781202322,3.871830623,5.175958993,4.510600765
TCGA-NJ-A4YQ-01A-11,1.944088637,0.649485208,6.823253532,5.420707894,2.46848568,5.243251169
TCGA-NJ-A55A-01A-11,0.835311018,1.108620669,4.441956984,3.836370776,1.590876472,2.438715047
TCGA-NJ-A55O-01A-11,2.033103414,1.706235233,4.837350929,2.983733513,1.784707058,0
TCGA-NJ-A55R-01A-11,0.52658387,1.212440189,4.984658245,4.209744634,1.389484814,4.558491935
TCGA-NJ-A7XG-01A-12,2.684845216,0,2.462106904,2.638485993,0.4617786,1.616546854
TCGA-O1-A52J-01A-11,2.06743729,1.615067611,4.524676007,4.293792291,1.895079245,2.461726919
TCGA-S2-AA1A-01A-12,1.676322083,0.615350716,4.317109495,2.443778317,0,3.813654785